а__,39851
і__,24514
__н,22227
__п,21430
я__,18131
е__,17918
ы__,16882
__с,16189
ў__,15461
__з,14079
__а,13440
__я,12444
у__,11252
__к,11130
_па,10773
__д,10662
ь__,10487
__в,10425
_на,10331
__м,10146
__б,9902
м__,9828
__і,9779
о__,9029
__т,9021
на_,8859
__г,8324
ць_,7984
_не,7624
не_,7560
й__,7269
_і_,6827
_ка,6647
__ў,6520
ся_,6036
_пр,5921
х__,5755
аў_,5744
__р,5743
_за,5336
__у,5232
к__,4927
лі_,4858
__ш,4803
пра,4543
_ад,4423
__л,4414
ю__,4365
з__,4346
н__,4327
кі_,4311
_як,4268
ава,4204
_да,4082
ла_,4035
ала,3774
д__,3737
ай_,3736
то_,3586
ны_,3577
__ч,3497
_ра,3493
ам_,3447
_з_,3355
га_,3342
алі,3314
дзе,3302
_ў_,3270
ага,3200
_ма,3194
_гэ,3187
ста,3184
гэт,3178
_та,3174
_шт,3138
пад,3104
__ц,3090
што,3089
_я_,3023
_вы,2996
ца_,2981
мі_,2943
цца,2912
__х,2910
_бы,2906
ым_,2896
ара,2781
_бо,2762
ыя_,2745
_у_,2708
р__,2652
дзі,2642
аць,2605
аза,2595
_ст,2581
__ж,2518
ае_,2499
_ва,2444
__ё,2443
ад_,2411
раз,2407
го_,2407
але,2400
пры,2386
да_,2349
асц,2348
ўся,2348
_ча,2342
кал,2342
_са,2296
ка_,2274
та_,2244
ых_,2236
лас,2231
ска,2230
ці_,2184
ая_,2158
ада,2124
ён_,2083
пер,2073
ра_,2070
тра,2048
ана,2026
т__,2022
_сп,2007
_ён,2005
адз,2004
_га,1999
_дз,1988
ва_,1982
_мо,1972
ты_,1959
вал,1933
эта,1917
аст,1899
яго,1884
_св,1881
ім_,1879
ера,1835
іх_,1824
с__,1814
_яг,1791
як_,1785
оль,1771
ды_,1767
ры_,1757
так,1756
нас,1727
каз,1725
был,1701
_ск,1689
ле_,1685
ні_,1682
ася,1679
аве,1676
бог,1674
_то,1668
рас,1654
чы_,1647
амі,1645
ыў_,1638
б__,1637
_а_,1636
ой_,1617
_ал,1612
ую_,1605
ма_,1601
сці,1601
які,1596
му_,1588
_пе,1579
заў,1578
ар_,1572
_ве,1556
ку_,1542
ак_,1540
_аб,1538
оў_,1523
_ні,1516
лав,1495
тан,1490
ары,1474
раў,1474
кан,1452
рад,1440
огш,1439
_во,1433
ным,1422
стр,1409
_тр,1407
_ты,1393
апі,1386
зна,1375
най,1363
сам,1357
вы_,1337
анн,1319
рав,1319
зе_,1316
льк,1313
ачы,1300
ля_,1300
ькі,1297
ія_,1295
ліс,1282
_ба,1276
ван,1267
ныя,1263
аві,1259
_су,1258
мы_,1243
кія,1237
іта,1235
іць,1231
пав,1225
це_,1216
адн,1215
аль,1215
спа,1209
ака,1204
_ла,1203
аўс,1200
эты,1199
ама,1197
пал,1197
раб,1195
_ўс,1190
ш__,1190
ша_,1184
вар,1180
льн,1180
нав,1176
ль_,1174
_кр,1174
ло_,1173
_ян,1165
_зн,1163
_кі,1163
іся,1145
жа_,1139
аб_,1139
тры,1137
нік,1125
нне,1125
акі,1120
дна,1115
_ме,1111
дар,1107
кап,1106
кам,1103
ыць,1103
тым,1099
час,1094
за_,1093
пак,1091
кар,1089
гша,1079
ах_,1079
зар,1079
па_,1076
лен,1075
_по,1069
там,1064
таў,1062
нуў,1059
ваў,1057
наў,1055
сць,1049
_нэ,1044
ран,1043
наг,1041
ілі,1040
адк,1031
ня_,1027
_мы,1026
іва,1025
ас_,1015
_ус,1015
ель,1014
пас,1012
_вя,1007
іка,1007
ных,1002
сва,1002
вац,1001
аро,1000
ё__,994
ыла,990
шы_,989
ж__,985
тар,985
ало,980
_зд,979
ыло,972
__ф,969
іў_,962
ацц,961
кры,960
тва,960
